/tmp/nix-shell.wI2XoQ/RenderDoc/textured_terrain_test_2026.09.17_11.30.41_frame10.rdc - Frame #10

 EID  | Event                                                                                                              | Action #
544   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 127   
546   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 128   
548   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 129   
550   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 130   
552   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 131   
554   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 132   
556   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 133   
558   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 134   
560   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 135   
562   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 136   
564   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 137   
566   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 138   
568   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 139   
570   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 140   
572   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 141   
574   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 142   
576   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 143   
578   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 144   
580   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 145   
582   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 146   
584   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 147   
586   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 148   
588   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 149   
590   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 150   
592   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 151   
594   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 152   
596   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 153   
598   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 154   
600   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 155   
602   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 156   
604   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 157   
606   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 158   
608   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 159   
610   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 160   
612   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 161   
614   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 162   
616   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 163   
618   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 164   
620   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 165   
622   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 166   
624   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 167   
626   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 168   
628   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 169   
630   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 170   
632   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 171   
634   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 172   
636   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 173   
638   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 174   
640   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_active_slot_map_buffer)                                           | 175   
642   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_overflow_flag_buffer)                                             | 176   
644   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_bases_uniform_buffer)                                       | 177   
646   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 178   
648   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 179   
650   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 180   
652   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 181   
654   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 182   
656   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 183   
658   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 184   
660   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 185   
662   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 186   
664   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 187   
666   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 188   
668   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 189   
670   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 190   
672   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 191   
674   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 192   
676   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 193   
678   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 194   
680   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 195   
682   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 196   
684   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 197   
686   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 198   
688   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 199   
690   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 200   
692   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 201   
694   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 202   
696   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 203   
698   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 204   
700   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 205   
702   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 206   
704   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 207   
706   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 208   
708   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 209   
710   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 210   
712   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 211   
714   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 212   
716   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 213   
718   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 214   
720   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 215   
722   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 216   
724   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 217   
726   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 218   
728   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 219   
730   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 220   
732   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 221   
734   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 222   
736   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 223   
738   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 224   
740   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 225   
742   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 226   
744   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 227   
746   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 228   
748   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 229   
750   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 230   
752   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 231   
754   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 232   
756   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 233   
758   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 234   
760   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 235   
762   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 236   
764   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 237   
766   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 238   
768   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 239   
770   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 240   
772   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 241   
774   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 242   
776   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 243   
778   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 244   
780   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 245   
782   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 246   
784   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 247   
786   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 248   
788   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 249   
790   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 250   
792   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 251   
794   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 252   
796   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 253   
798   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 254   
800   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 255   
802   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 256   
804   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 257   
806   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 258   
808   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 259   
810   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 260   
812   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 261   
814   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 262   
816   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 263   
818   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 264   
820   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 265   
822   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 266   
824   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 267   
826   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 268   
828   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 269   
830   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 270   
832   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 271   
834   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 272   
836   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 273   
838   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 274   
840   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 275   
842   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 276   
844   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 277   
846   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 278   
848   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 279   
850   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 280   
852   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 281   
854   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 282   
856   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 283   
858   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 284   
860   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 285   
862   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 286   
864   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 287   
866   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 288   
868   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 289   
870   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 290   
872   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 291   
874   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 292   
876   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 293   
878   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 294   
880   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 295   
882   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 296   
884   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 297   
886   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 298   
888   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 299   
890   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 300   
892   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 301   
894   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 302   
896   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 303   
898   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 304   
900   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 305   
902   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 306   
904   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 307   
906   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 308   
908   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 309   
910   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 310   
912   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 311   
914   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 312   
916   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 313   
918   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 314   
920   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 315   
922   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 316   
924   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 317   
926   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 318   
928   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 319   
930   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 320   
932   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 321   
934   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 322   
936   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 323   
938   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 324   
940   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 325   
942   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 326   
944   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 327   
946   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 328   
948   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 329   
950   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 330   
952   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 331   
954   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 332   
956   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 333   
958   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 334   
960   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 335   
962   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 336   
964   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 337   
966   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 338   
968   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 339   
970   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 340   
972   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 341   
974   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 342   
976   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 343   
978   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 344   
980   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 345   
982   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_active_slot_map_buffer)                                           | 346   
984   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_overflow_flag_buffer)                                             | 347   
986   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_bases_uniform_buffer)                                       | 348   
988   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 349   
990   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 350   
992   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 351   
994   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 352   
996   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 353   
998   | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 354   
1000  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 355   
1002  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 356   
1004  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 357   
1006  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 358   
1008  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 359   
1010  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 360   
1012  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 361   
1014  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 362   
1016  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 363   
1018  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 364   
1020  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 365   
1022  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 366   
1024  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 367   
1026  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 368   
1028  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 369   
1030  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 370   
1032  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 371   
1034  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 372   
1036  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 373   
1038  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 374   
1040  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 375   
1042  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 376   
1044  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 377   
1046  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 378   
1048  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 379   
1050  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 380   
1052  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 381   
1054  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 382   
1056  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 383   
1058  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 384   
1060  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 385   
1062  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 386   
1064  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 387   
1066  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 388   
1068  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 389   
1070  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 390   
1072  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 391   
1074  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 392   
1076  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 393   
1078  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 394   
1080  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 395   
1082  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 396   
1084  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 397   
1086  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 398   
1088  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 399   
1090  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 400   
1092  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 401   
1094  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 402   
1096  | - vkCmdCopyBuffer((wgpu internal) Staging, arena_chunk_meta_buffer)                                                | 403   
